hyponym	1
faint.n.01	427b
goad.n.02	427c
merginae.n.01	427d
temperance.n.03	427e
festival.n.02	427f
oktoberfest.n.02	4280
galvanization.n.03	4281
critic.n.03	4282
roaster.n.01	4283
crack.v.11	4284
check.v.24	4285
act.v.05	4286
war_cry.n.01	4287
pteridospermopsida.n.01	4288
hydrangeaceae.n.01	4289
infliximab.n.02	428a
saxe-gothea.n.01	428b
cautery.n.02	428c
touring_car.n.01	428d
limousine.n.01	428e
freeze.n.01	428f
pull_off.v.03	4290
crocodylidae.n.01	4291
butt.n.09	4292
oxyuridae.n.01	4293
lesson.n.04	4294
ionize.v.02	4295
mythology.n.01	4296
norse_mythology.n.01	4297
modernize.v.02	4298
disguise.n.03	4299
newton's_law_of_motion.n.01	429a
shush.v.01	429b
regulation.n.01	429c
hookup.n.02	429d
thistle.n.01	429e
carline_thistle.n.01	429f
blackwash.v.01	42a0
whittler.n.01	42a1
express.v.07	42a2
lanseh.n.01	42a3
court-martial.n.01	42a4
drumhead_court-martial.n.01	42a5
bet.v.01	42a6
widen.v.04	42a7
globalize.v.01	42a8
meteor.n.02	42a9
bronchitis.n.01	42aa
repositing.n.01	42ab
stockpiling.n.01	42ac
arundo.n.01	42ad
output.v.01	42ae
gerres.n.01	42af
norlestrin.n.01	42b0
equus.n.01	42b1
blue_catfish.n.01	42b2
destiny.n.02	42b3
field_trial.n.01	42b4
inactiveness.n.02	42b5
tung_tree.n.01	42b6
ordinal_number.n.01	42b7
saturation.n.04	42b8
malacanthidae.n.01	42b9
dark.n.01	42ba
sound.n.02	42bb
music.n.04	42bc
middle_class.n.01	42bd
suborn.v.03	42be
bathe.v.03	42bf
gelechiidae.n.01	42c0
bottle-tree.n.01	42c1
asynclitism.n.01	42c2
freight.v.01	42c3
nephelium.n.01	42c4
ilex.n.01	42c5
soda_water.n.01	42c6
negate.v.03	42c7
sweet_false_chamomile.n.01	42c8
retain.v.02	42c9
shoshonean.n.01	42ca
check.n.01	42cb
giro.n.01	42cc
elaborateness.n.01	42cd
panzer.n.01	42ce
chrysemys.n.01	42cf
chink.n.03	42d0
presidency.n.02	42d1
volume.n.06	42d2
outdoorsman.n.01	42d3
clethra.n.01	42d4
dipsosaurus.n.01	42d5
classification.n.02	42d6
dichotomy.n.01	42d7
acceptance.n.03	42d8
contentedness.n.01	42d9
thalarctos.n.01	42da
loved_one.n.01	42db
numismatics.n.01	42dc
question.v.01	42dd
costume.v.02	42de
palisade.n.01	42df
geometridae.n.01	42e0
selenarctos.n.01	42e1
underdress.v.01	42e2
manufacturer.n.01	42e3
car_manufacturer.n.01	42e4
ewe.n.01	42e5
tense.n.01	42e6
circle.v.01	42e7
serenade.n.02	42e8
shivaree.n.01	42e9
blackburn.n.01	42ea
industrialist.n.01	42eb
ocean_current.n.01	42ec
ornateness.n.02	42ed
videotape.v.01	42ee
set_forth.v.01	42ef
backbone.n.05	42f0
desensitization_technique.n.01	42f1
radiate.v.05	42f2
chalcid_fly.n.01	42f3
chalcis_fly.n.01	42f4
schematize.v.02	42f5
bibliophile.n.01	42f6
satiate.v.01	42f7
pyralis.n.01	42f8
shopfront.n.01	42f9
crucify.v.01	42fa
dipodomys.n.01	42fb
doorframe.n.01	42fc
incense_cedar.n.02	42fd
snapper.n.04	42fe
lock.v.04	42ff
introjection.n.01	4300
push.v.09	4301
sign.v.06	4302
attachment.n.05	4303
traditionalism.n.02	4304
vote.v.02	4305
plastic.n.01	4306
meryta.n.01	4307
dense_blazing_star.n.01	4308
fasciolidae.n.01	4309
candor.n.02	430a
ingenuousness.n.02	430b
travel_to.v.01	430c
sightsee.v.01	430d
cub.v.01	430e
nominate.v.02	430f
windsock.n.01	4310
respect.v.01	4311
pinon.n.01	4312
spinach.n.02	4313
course.v.01	4314
decompose.v.01	4315
genus_wyethia.n.01	4316
give.v.04	4317
mask.n.04	4318
popillia.n.01	4319
jeu_d'esprit.n.01	431a
exaggeration.n.02	431b
golden_glow.n.01	431c
desquamate.v.01	431d
rummy.n.02	431e
canasta.n.01	431f
effigy.n.01	4320
spike.v.03	4321
withholding.n.01	4322
blackbird.n.02	4323
picker.n.02	4324
skedaddle.v.01	4325
retriever.n.01	4326
provincial_capital.n.01	4327
vittariaceae.n.01	4328
triple.v.01	4329
affirm.v.03	432a
claim.v.01	432b
crack.v.02	432c
whitefish.n.01	432d
monosodium_glutamate.n.01	432e
subgenus.n.01	432f
exaggeration.n.03	4330
melter.n.01	4331
araucariaceae.n.01	4332
thespesia.n.01	4333
formula.n.04	4334
actual_damages.n.01	4335
outcrop.n.01	4336
subscriber.n.02	4337
interruption.n.02	4338
dislocation.n.01	4339
twilight.n.01	433a
night.n.06	433b
spring.n.02	433c
bedspring.n.01	433d
formation.n.05	433e
rig.n.03	433f
diagram.n.01	4340
female_aristocrat.n.01	4341
lady.n.03	4342
sorb.v.01	4343
adsorb.v.01	4344
publication.n.04	4345
myelinization.n.01	4346
turtleneck.n.01	4347
anticipate.v.02	4348
order.v.06	4349
buddy.n.01	434a
endoscopy.n.01	434b
burseraceae.n.01	434c
hyacinth_bean.n.01	434d
nutgrass.n.01	434e
blink.v.01	434f
palpebrate.v.01	4350
grouper.n.02	4351
escape.v.05	4352
acrylic.n.04	4353
pension.n.01	4354
census_taker.n.01	4355
window.n.08	4356
dialog_box.n.01	4357
spear.v.02	4358
stalinize.v.01	4359
correspondent.n.02	435a
sneerer.n.01	435b
bedclothes.n.01	435c
blanket.n.01	435d
excitement.n.02	435e
brawn.n.01	435f
ship's_papers.n.01	4360
nilo-saharan.n.01	4361
speech.n.03	4362
government.n.03	4363
examiner.n.01	4364
lamellicorn_beetle.n.01	4365
chad.n.01	4366
serpentes.n.01	4367
trophoblast.n.01	4368
tilling.n.01	4369
cultivate.v.01	436a
revel.v.02	436b
carouse.v.01	436c
chromatin.n.01	436d
pad.n.01	436e
durio.n.01	436f
dentifrice.n.01	4370
rotational_latency.n.01	4371
starboard.v.01	4372
catasetum.n.01	4373
iroquois.n.01	4374
tactical_warning.n.01	4375
warning_of_attack.n.01	4376
physiology.n.01	4377
neurophysiology.n.01	4378
ferment.n.02	4379
replication.n.07	437a
spirit.n.04	437b
banshee.n.01	437c
ordinariness.n.01	437d
commonness.n.03	437e
pallette.n.01	437f
accelerate.v.01	4380
brisk.v.01	4381
baggage_car.n.01	4382
procrastination.n.01	4383
verboseness.n.01	4384
prolixity.n.01	4385
language.n.01	4386
barrage.n.01	4387
indian_summer.n.01	4388
allowance.n.06	4389
hyracotherium.n.01	438a
excommunication.n.02	438b
usance.n.01	438c
finagler.n.01	438d
occupation.n.04	438e
conclude.v.04	438f
dehydration.n.02	4390
thump.n.01	4391
determinateness.n.01	4392
death.n.03	4393
sudden_infant_death_syndrome.n.01	4394
impossibility.n.01	4395
mantle.v.01	4396
sida.n.01	4397
chilopoda.n.01	4398
silent_movie.n.01	4399
natural_language_processing.n.01	439a
juggle.v.03	439b
down.v.05	439c
military.n.01	439d
military_reserve.n.01	439e
myrtales.n.01	439f
opinion.n.01	43a0
annelid.n.01	43a1
oligochaete.n.01	43a2
genus_ageratum.n.01	43a3
calcify.v.03	43a4
coelenterate.n.01	43a5
hydrozoan.n.01	43a6
punch.n.03	43a7
lycopus.n.01	43a8
library.n.03	43a9
censor.v.02	43aa
spodoptera.n.01	43ab
covenant.v.02	43ac
commune.v.02	43ad
bowman's_capsule.n.01	43ae
achillea.n.01	43af
laminate.n.01	43b0
catholicism.n.01	43b1
ladies'_room.n.01	43b2
kingdom.n.05	43b3
monera.n.01	43b4
roulette.n.01	43b5
income_tax.n.01	43b6
grave.n.02	43b7
embellishment.n.02	43b8
table-mountain_pine.n.01	43b9
caryophyllales.n.01	43ba
fig.n.02	43bb
shaker.n.01	43bc
editorship.n.01	43bd
contemplative.n.01	43be
chinese.n.02	43bf
chink.n.01	43c0
decapterus.n.01	43c1
flicker.v.01	43c2
cuterebridae.n.01	43c3
pedionomus.n.01	43c4
lie.n.01	43c5
dream.v.02	43c6
natural_fiber.n.01	43c7
ophiurida.n.01	43c8
calculator.n.01	43c9
statistician.n.02	43ca
witches'_brew.n.01	43cb
cinclus.n.01	43cc
american_white_birch.n.01	43cd
tawny_owl.n.01	43ce
face_mask.n.01	43cf
agrostis.n.01	43d0
ginglymostoma.n.01	43d1
grocery.n.02	43d2
lorazepam.n.01	43d3
saturate.v.01	43d4
myrsinaceae.n.01	43d5
appreciate.v.02	43d6
liver.n.01	43d7
amide.n.01	43d8
misleader.n.01	43d9
accept.v.02	43da
coffee.n.01	43db
mottle.v.01	43dc
megaflop.n.01	43dd
johnnycake.n.01	43de
hoecake.n.01	43df
groove.n.01	43e0
rabbet.n.01	43e1
monoamine_neurotransmitter.n.01	43e2
dopamine.n.01	43e3
elegance.n.01	43e4
magnificence.n.02	43e5
promulgate.v.02	43e6
card.n.02	43e7
ambush.v.01	43e8
cover.v.11	43e9
socialize.v.04	43ea
anabantidae.n.01	43eb
hairiness.n.01	43ec
hirsuteness.n.01	43ed
characin.n.01	43ee
corixa.n.01	43ef
epinephrine.n.01	43f0
golden_fig.n.01	43f1
sage.n.03	43f2
synanceja.n.01	43f3
snore.v.01	43f4
blush.v.01	43f5
cleaner.n.03	43f6
circularize.v.03	43f7
postponement.n.02	43f8
ramphastidae.n.01	43f9
cyperaceae.n.01	43fa
cyperus.n.01	43fb
cheep.n.01	43fc
septobasidium.n.01	43fd
germination.n.01	43fe
estate_of_the_realm.n.01	43ff
first_estate.n.01	4400
bird_cherry.n.01	4401
hagberry_tree.n.01	4402
trichopterous_insect.n.01	4403
canistel.n.01	4404
rhizopogonaceae.n.01	4405
giant_hyssop.n.01	4406
wild_mango.n.01	4407
monocyte.n.01	4408
querulousness.n.01	4409
battlefield.n.01	440a
shift.n.01	440b
luxation.n.01	440c
board.n.03	440d
woolly_sunflower.n.01	440e
rhamnus.n.01	440f
acclaim.n.01	4410
impurity.n.02	4411
adulteration.n.01	4412
asian_country.n.01	4413
paralithodes.n.01	4414
shaping.n.01	4415
hemstitch.v.01	4416
soapwort.n.01	4417
common_wood_sorrel.n.01	4418
force.n.01	4419
pressure.n.02	441a
jaggery.n.01	441b
metharbital.n.01	441c
testis.n.01	441d
cobblers.n.02	441e
market.n.04	441f
precursor.n.02	4420
shoe.n.01	4421
sandal.n.01	4422
kick.n.01	4423
place_kick.n.01	4424
vault.n.03	4425
blind.n.03	4426
winker.n.02	4427
collapse.v.01	4428
slump.v.02	4429
passport.n.02	442a
sweet_fern.n.02	442b
lycopodiaceae.n.01	442c
sleeper.n.09	442d
masturbate.v.01	442e
sharksucker.n.01	442f
wound.n.04	4430
speculator.n.02	4431
flush.v.04	4432
strickle.v.02	4433
faze.v.01	4434
consumerism.n.02	4435
measure.n.01	4436
shark_repellent.n.01	4437
ailuropoda.n.01	4438
blood_group.n.01	4439
struggle.n.01	443a
duel.n.02	443b
dog_shit.n.01	443c
achieve.v.01	443d
compass.v.01	443e
ambiguity.n.02	443f
equivocation.n.02	4440
affix.v.03	4441
feed.v.04	4442
resolve.v.06	4443
factorize.v.01	4444
plumb.v.02	4445
acer.n.01	4446
concentration.n.03	4447
desert_plume.n.01	4448
clinidae.n.01	4449
like.v.02	444a
love.v.02	444b
electrical_engineering.n.01	444c
mitomycin.n.01	444d
chirrup.n.01	444e
program.v.02	444f
taxidea.n.01	4450
indent.v.01	4451
passerine.n.01	4452
drum.n.06	4453
maraco.n.02	4454
brain_damage.n.01	4455
dog_days.n.01	4456
obstinate.v.01	4457
watch.v.03	4458
protoctist.n.01	4459
confederation.n.02	445a
creek_confederacy.n.01	445b
fives.n.01	445c
valerianaceae.n.01	445d
sagebrush_mariposa_tulip.n.01	445e
waterline.n.01	445f
cotinus.n.01	4460
squatina.n.01	4461
rulership.n.01	4462
missionary.n.02	4463
seethe.v.02	4464
genus_origanum.n.01	4465
midbrain.n.01	4466
hypothyroidism.n.01	4467
anapsid.n.01	4468
chelonian.n.01	4469
orthopedics.n.01	446a
roadster.n.01	446b
grimace.n.01	446c
pout.n.01	446d
foundation.n.02	446e
deny.v.05	446f
dust.n.03	4470
inhale.v.01	4471
advance.v.05	4472
solicitor.n.02	4473
repellent.n.02	4474
clearness.n.02	4475
constitution.n.02	4476
federation.n.03	4477
confinement.n.03	4478
constraint.n.01	4479
poker.n.02	447a
sheet.n.02	447b
leaf.n.02	447c
lesser_butterfly_orchid.n.01	447d
australian.n.01	447e
dimensionality.n.01	447f
regalecidae.n.01	4480
prohibition.n.02	4481
soar.n.01	4482
american_basswood.n.01	4483
drown.v.03	4484
insecta.n.01	4485
ray.n.07	4486
stingray.n.01	4487
patron.n.03	4488
dipogon.n.01	4489
hairy_golden_aster.n.01	448a
exhibition.n.02	448b
animism.n.01	448c
pycnogonida.n.01	448d
invite.v.05	448e
amalgamator.n.01	448f
magnitude_relation.n.01	4490
wykehamist.n.01	4491
trade_school.n.01	4492
worsen.v.01	4493
deprive.v.03	4494
keyboard.n.01	4495
abdomen.n.01	4496
runner.n.06	4497
genus_sphagnum.n.01	4498
star_of_david.n.01	4499
november_5.n.01	449a
guy_fawkes_day.n.01	449b
starch.n.01	449c
cassava.n.01	449d
composition.n.03	449e
shop_boy.n.01	449f
associateship.n.01	44a0
neglect_of_duty.n.01	44a1
usneaceae.n.01	44a2
pretermission.n.01	44a3
dedication.n.04	44a4
monologuize.v.01	44a5
argentinidae.n.01	44a6
nigger.n.01	44a7
rally.n.02	44a8
naphtha.n.01	44a9
peruvian_balsam.n.01	44aa
necklace.n.01	44ab
choker.n.03	44ac
carphophis.n.01	44ad
rose_chafer.n.01	44ae
dissection.n.03	44af
wood_fern.n.01	44b0
marginal_wood_fern.n.01	44b1
subularia.n.01	44b2
ambystomatidae.n.01	44b3
barroom.n.01	44b4
genus_sargassum.n.01	44b5
footrace.n.01	44b6
track_event.n.01	44b7
free_french.n.01	44b8
lubrication.n.02	44b9
eye_operation.n.01	44ba
compound.n.01	44bb
annual.n.02	44bc
anomiidae.n.01	44bd
life_preserver.n.01	44be
trump_up.v.01	44bf
tantrist.n.01	44c0
set.n.13	44c1
leftover.n.01	44c2
hottonia.n.01	44c3
faceplate.n.01	44c4
diencephalon.n.01	44c5
glottis.n.01	44c6
shift.n.03	44c7
go.n.01	44c8
stimulate.v.01	44c9
quicken.v.03	44ca
genus_argemone.n.01	44cb
clofibrate.n.01	44cc
accountantship.n.01	44cd
board.n.04	44ce
saber.v.02	44cf
presenter.n.02	44d0
hoof.n.01	44d1
horse's_foot.n.01	44d2
fucaceae.n.01	44d3
chuck.v.02	44d4
menziesia.n.01	44d5
mastic.n.03	44d6
misfortune.n.02	44d7
hindu.n.01	44d8
dog_laurel.n.01	44d9
scene.n.01	44da
darkness.n.02	44db
gopher.n.04	44dc
northern_pocket_gopher.n.01	44dd
synchronize.v.06	44de
sidesman.n.01	44df
anesthetic.n.01	44e0
spinal_anesthetic.n.01	44e1
hurdle.v.01	44e2
genus_luffa.n.01	44e3
buddhism.n.01	44e4
paraprofessional.n.01	44e5
echidnophaga.n.01	44e6
fence.v.03	44e7
parry.v.01	44e8
countercheck.n.01	44e9
doll.n.01	44ea
electric_lamp.n.01	44eb
light_bulb.n.01	44ec
elaeocarpaceae.n.01	44ed
rape_conviction.n.01	44ee
admire.v.01	44ef
energy.n.05	44f0
federal_judiciary.n.01	44f1
ptychozoon.n.01	44f2
disclaimer.n.01	44f3
calabar-bean_vine.n.01	44f4
syndrome.n.02	44f5
set.v.10	44f6
powderize.v.01	44f7
chelonethida.n.01	44f8
tramline.n.01	44f9
softener.n.01	44fa
splitter.n.02	44fb
treatment.n.02	44fc
box_turtle.n.01	44fd
presentation.n.03	44fe
production.n.02	44ff
hate.v.01	4500
abhor.v.01	4501
image.n.01	4502
osteitis.n.01	4503
crangonidae.n.01	4504
long-clawed_prawn.n.01	4505
inspection.n.01	4506
regeneration.n.01	4507
chrysopsis.n.01	4508
spank.v.01	4509
thioridazine.n.01	450a
scardinius.n.01	450b
epipactis.n.01	450c
resist.v.06	450d
sternness.n.02	450e
severity.n.04	450f
entomologist.n.01	4510
lancetfish.n.01	4511
offspring.n.02	4512
conversation.n.01	4513
dissolve.v.08	4514
cut.v.39	4515
ctenophora.n.01	4516
frown.n.01	4517
hum.n.03	4518
artilleryman.n.01	4519
oarsmanship.n.01	451a
job.n.04	451b
perfective.n.01	451c
past_perfect.n.01	451d
offer.v.07	451e
underbid.v.03	451f
wash.n.02	4520
talk_of.v.01	4521
lactobacillaceae.n.01	4522
dhak.n.01	4523
criterion.n.02	4524
control_condition.n.01	4525
omelet.n.01	4526
egg_foo_yong.n.01	4527
jewry.n.01	4528
hold.v.16	4529
tailor.n.01	452a
fitter.n.01	452b
peltandra.n.01	452c
social_insurance.n.01	452d
supplementary_benefit.n.01	452e
plain_flour.n.01	452f
spanish.n.01	4530
overdress.v.01	4531
like.n.01	4532
plum.n.02	4533
accredit.v.03	4534
nonperson.n.01	4535
angel_shark.n.01	4536
mosque.n.01	4537
hurl.v.03	4538
inhabitancy.n.01	4539
camping.n.01	453a
harmonize.v.04	453b
accommodate.v.07	453c
punster.n.01	453d
plasticize.v.02	453e
gyps.n.01	453f
line.n.04	4540
materiality.n.02	4541
tangibility.n.01	4542
present.v.04	4543
easiness.n.01	4544
operate_on.v.01	4545
face-lift.v.01	4546
attorneyship.n.01	4547
fever_tree.n.02	4548
ramp.v.02	4549
gnetales.n.01	454a
sink.v.01	454b
sag.v.02	454c
squelch_circuit.n.01	454d
chardonnay.n.01	454e
eat_up.v.01	454f
catch.v.19	4550
interception.n.02	4551
distress_signal.n.01	4552
financial_center.n.01	4553
silly.n.01	4554
rallidae.n.01	4555
knock.v.06	4556
reprimand.v.01	4557
resignation.n.02	4558
renunciation.n.03	4559
restfulness.n.01	455a
antilocapra.n.01	455b
mesquite.n.01	455c
overwork.v.02	455d
bear_down.v.05	455e
multistage_rocket.n.01	455f
radiolocate.v.01	4560
television-camera_tube.n.01	4561
vulcanization.n.01	4562
print.v.04	4563
typeset.v.01	4564
bed.v.03	4565
gibson_girl.n.01	4566
papilloma.n.01	4567
sonora.n.01	4568
genre.n.04	4569
jury.n.01	456a
chlordiazepoxide.n.01	456b
passageway.n.01	456c
official.n.02	456d
black.n.07	456e
crunch.v.01	456f
crump.v.01	4570
convert.v.08	4571
intrude_on.v.01	4572
foray_into.v.01	4573
reinstatement.n.01	4574
neurologist.n.01	4575
muscicapa.n.01	4576
playing.n.01	4577
keratosis.n.01	4578
wart.n.03	4579
thumb.n.01	457a
calm.v.01	457b
reassure.v.01	457c
typify.v.02	457d
retinal_detachment.n.01	457e
reciprocate.v.01	457f
return.v.06	4580
introspection.n.01	4581
percophidae.n.01	4582
trialeurodes.n.01	4583
arbor.n.01	4584
transportation_security_administration.n.01	4585
canter.v.03	4586
aircraft.n.01	4587
senior_high_school.n.01	4588
annihilator.n.01	4589
claim.v.04	458a
steller's_sea_cow.n.01	458b
redden.v.02	458c
premise.n.01	458d
condition.n.02	458e
coefficient.n.01	458f
spermicide.n.01	4590
leguminosae.n.01	4591
parametric_statistic.n.01	4592
iraqi_intelligence_service.n.01	4593
shaft.n.08	4594
geranium.n.01	4595
ivy_geranium.n.01	4596
pentaerythritol.n.01	4597
conglobate.v.01	4598
unresponsiveness.n.01	4599
trustworthiness.n.01	459a
badness.n.02	459b
vacuum.v.01	459c
settle.v.01	459d
day.n.02	459e
muscular_structure.n.01	459f
temperature.n.02	45a0
mobilize.v.03	45a1
eleutherodactylus.n.01	45a2
polyergus.n.01	45a3
dresser.n.02	45a4
seriphidium.n.01	45a5
foster.v.03	45a6
patronize.v.04	45a7
metabolism.n.02	45a8
day_of_the_week.n.01	45a9
horn_poppy.n.01	45aa
depicting.n.01	45ab
pentazocine.n.01	45ac
liriope.n.01	45ad
imposter.n.01	45ae
name_dropper.n.01	45af
bedizen.v.01	45b0
sapper.n.02	45b1
case.n.05	45b2
briefcase.n.01	45b3
starve.v.03	45b4
condensation.n.02	45b5
rangpur.n.01	45b6
preen.v.03	45b7
syncretize.v.01	45b8
vouch.v.04	45b9
spheniscidae.n.01	45ba
counselorship.n.01	45bb
troy_unit.n.01	45bc
ounce.n.01	45bd
arse.n.02	45be
monarda.n.01	45bf
bee_balm.n.02	45c0
bridge_partner.n.01	45c1
hadron.n.01	45c2
meson.n.01	45c3
dasyurus.n.01	45c4
inattention.n.01	45c5
brachyura.n.01	45c6
pahautea.n.01	45c7
brim.n.02	45c8
bill.n.09	45c9
potentilla.n.01	45ca
nefariousness.n.01	45cb
manteodea.n.01	45cc
verse.n.03	45cd
rock_salmon.n.01	45ce
glove_compartment.n.01	45cf
pay_up.v.01	45d0
liquidate.v.02	45d1
megalith.n.01	45d2
lesser_calamint.n.01	45d3
space.n.07	45d4
reflect.v.07	45d5
pack.n.06	45d6
viburnum.n.01	45d7
vascularization.n.01	45d8
help.v.02	45d9
benefit.v.02	45da
hacienda.n.01	45db
fracture.v.03	45dc
glenoid_fossa.n.02	45dd
transfigure.v.01	45de
beeper.n.01	45df
gather.n.01	45e0
abrader.n.01	45e1
dinette.n.01	45e2
coma.n.01	45e3
pipile.n.01	45e4
neodymium.n.01	45e5
plectognath.n.01	45e6
spiny_puffer.n.01	45e7
roarer.n.01	45e8
emblem.n.01	45e9
crest.n.04	45ea
television_equipment.n.01	45eb
glow.v.02	45ec
disable.v.02	45ed
guesstimate.n.01	45ee
nematoda.n.01	45ef
down.n.01	45f0
rocket.v.01	45f1
coverall.n.01	45f2
ceratonia.n.01	45f3
invade.v.01	45f4
infest.v.01	45f5
jail_bird.n.01	45f6
archaize.v.01	45f7
survivor.n.03	45f8
devisal.n.01	45f9
heuchera.n.01	45fa
slope.v.01	45fb
ascend.v.06	45fc
paleacrita.n.01	45fd
hibbertia.n.01	45fe
nucleus.n.04	45ff
man-made_fiber.n.01	4600
missile.n.01	4601
fireman.n.04	4602
fire_warden.n.01	4603
saprolegniales.n.01	4604
injudiciousness.n.01	4605
socialize.v.01	4606
fraternize.v.01	4607
disagreement.n.03	4608
medalist.n.01	4609
immaturity.n.01	460a
algarroba.n.04	460b
genus_halogeton.n.01	460c
deceleration.n.01	460d
ocyurus.n.01	460e
halter.n.04	460f
uphold.v.03	4610
justify.v.02	4611
septillion.n.01	4612
sialis.n.01	4613
refocus.v.02	4614
crewman.n.02	4615
privateer.n.01	4616
foamflower.n.01	4617
bignoniaceae.n.01	4618
fibroma.n.01	4619
tail.n.01	461a
rattle.n.03	461b
acrosome.n.01	461c
eagle.v.02	461d
tendinitis.n.01	461e
tennis_elbow.n.01	461f
snuffler.n.01	4620
had_crime.n.01	4621
writing.n.03	4622
undress.v.01	4623
take_off.v.06	4624
personalize.v.01	4625
semiotics.n.01	4626
purple.v.01	4627
refinement.n.05	4628
intonation.n.02	4629
valproic_acid.n.01	462a
mya.n.01	462b
pulmonata.n.01	462c
precedent.n.01	462d
phytomastigina.n.01	462e
bop.v.01	462f
dock.v.05	4630
clarinetist.n.01	4631
zimbabwean.n.01	4632
dipodidae.n.01	4633
mannitol.n.01	4634
antifreeze.n.01	4635
genus_rauwolfia.n.01	4636
pipe.n.04	4637
polanisia.n.01	4638
progne.n.01	4639
swertia.n.01	463a
gospel.n.01	463b
economic_policy.n.01	463c
cobra.n.01	463d
hamadryad.n.02	463e
claim.n.02	463f
allegation.n.02	4640
autonomy.n.01	4641
self-government.n.01	4642
somesthesia.n.02	4643
tactual_sensation.n.02	4644
catostomidae.n.01	4645
scoffer.n.01	4646
ramadan.n.01	4647
daylight_vision.n.01	4648
self-control.n.02	4649
presence_of_mind.n.01	464a
blackpoll.n.01	464b
coronoid_process.n.01	464c
sparkle.v.02	464d
chest.n.02	464e
emulate.v.01	464f
mujahedeen_khalq.n.01	4650
nail_down.v.01	4651
toddle.v.01	4652
boxfish.n.01	4653
donate.v.01	4654
neurotrichus.n.01	4655
reject.v.04	4656
plodder.n.02	4657
flood.v.02	4658
flow.v.06	4659
mammee_apple.n.01	465a
tunnel.n.01	465b
catacomb.n.01	465c
perennial.n.01	465d
rattlesnake_master.n.01	465e
ante.n.01	465f
liberty.n.02	4660
bank.v.03	4661
diner.n.01	4662
defecator.n.01	4663
steamroller.v.03	4664
unruliness.n.01	4665
contrariness.n.01	4666
geraniales.n.01	4667
annona.n.01	4668
antiprotozoal.n.01	4669
scolytus.n.01	466a
strife.n.02	466b
discord.n.04	466c
castor-oil_plant.n.01	466d
timepiece.n.01	466e
dextroamphetamine_sulphate.n.01	466f
accelerator.n.01	4670
ionosphere.n.01	4671
stuff.n.04	4672
drill.v.04	4673
agony.n.02	4674
razor_fish.n.01	4675
nominate.v.01	4676
egeria.n.01	4677
venae_palpebrales.n.01	4678
chastity.n.01	4679
appellation.n.01	467a
title.n.09	467b
first-rater.n.01	467c
star.n.04	467d
boating.n.01	467e
terrestrial_planet.n.01	467f
meet.v.02	4680
rendezvous.v.01	4681
pang.n.03	4682
dish_the_dirt.v.01	4683
effusion.n.01	4684
explosion.n.06	4685
auld_langsyne.n.01	4686
guesser.n.01	4687
liter.n.01	4688
support.n.08	4689
shoring.n.02	468a
generalization.n.04	468b
munition.v.01	468c
speciate.v.01	468d
sauropoda.n.01	468e
condition.n.03	468f
append.v.02	4690
subjoin.v.01	4691
hypothalamus.n.01	4692
corporation.n.01	4693
labor_movement.n.01	4694
unionism.n.01	4695
duet.n.02	4696
violet.n.01	4697
practice.v.01	4698
shamanize.v.01	4699
sugarcane.n.02	469a
creation.n.03	469b
rout.v.03	469c
latrodectus.n.01	469d
superior_planet.n.01	469e
pernod.n.01	469f
lightning_rod.n.01	46a0
pituophis.n.01	46a1
slide.n.05	46a2
agitate.v.06	46a3
set_down.v.04	46a4
plank.v.02	46a5
court.n.10	46a6
cloister.n.02	46a7
surf.n.01	46a8
decapoda.n.02	46a9
will.n.03	46aa
old_testament.n.01	46ab
anagyris.n.01	46ac
intelligence_community.n.01	46ad
tragopogon.n.01	46ae
carry.v.21	46af
burn_off.v.01	46b0
squat.n.03	46b1
tractability.n.01	46b2
tameness.n.02	46b3
bowfin.n.01	46b4
perversion.n.02	46b5
sodomy.n.01	46b6
giant.n.06	46b7
rustle.v.01	46b8
cayenne.n.03	46b9
nematode.n.01	46ba
filaria.n.02	46bb
trephination.n.01	46bc
stink_up.v.01	46bd
hesperiphona.n.01	46be
caretta.n.01	46bf
lark.n.03	46c0
schoolchild.n.01	46c1
boarder.n.03	46c2
progenitor.n.01	46c3
ethic.n.02	46c4
brown.v.01	46c5
frostweed.n.01	46c6
shawnee_cake.n.01	46c7
balloon_flower.n.01	46c8
united_states_dry_unit.n.01	46c9
british_monetary_unit.n.01	46ca
british_pound.n.01	46cb
swash.n.01	46cc
foundation.n.03	46cd
bed.n.08	46ce
sula.n.01	46cf
methylphenidate.n.01	46d0
item.n.01	46d1
plain.n.01	46d2
giant.n.04	46d3
equetus.n.01	46d4
israeli.n.01	46d5
omeprazole.n.01	46d6
symmetry.n.01	46d7
bilaterality.n.01	46d8
distribute.v.04	46d9
share.v.04	46da
monkey_business.n.01	46db
atomizer.n.01	46dc
airbrush.n.01	46dd
nasal.n.02	46de
wisconsin_weeping_willow.n.01	46df
singleton.n.01	46e0
mate.n.06	46e1
cryptacanthodes.n.01	46e2
wheeze.n.02	46e3
stud.n.02	46e4
chapter.n.03	46e5
perturbation.n.04	46e6
rope.v.02	46e7
capricorn.n.01	46e8
immigration_and_naturalization_service.n.01	46e9
buck.v.04	46ea
homologize.v.02	46eb
guelder_rose.n.01	46ec
adverb.n.02	46ed
comparative.n.01	46ee
firestorm.n.02	46ef
glory_pea.n.01	46f0
desert_pea.n.01	46f1
cascade.v.01	46f2
borage.n.01	46f3
align.v.02	46f4
managed_economy.n.01	46f5
